;COUNTYFP;STATEFP;Geo Point;NAME;STATE_NAME
1622;5;35;33.3633180669,-104.466879578;Chaves;New Mexico
1623;75;30;45.394991781,-105.630190704;Powder River;Montana
1624;27;32;40.4403578768,-118.404438052;Pershing;Nevada
1625;1;35;35.0513554263,-106.670199593;Bernalillo;New Mexico
1626;33;34;39.5767751714,-75.3579856904;Salem;New Jersey
1627;9;12;28.300314142,-80.7012054832;Brevard;Florida
1628;77;12;30.2413631478,-84.8829111582;Liberty;Florida
1629;95;18;40.1616556187,-85.7193451682;Madison;Indiana
1630;61;8;38.4326851414,-102.740340455;Kiowa;Colorado
1631;79;19;42.383771317,-93.7068096741;Hamilton;Iowa
1632;1;44;41.7055177405,-71.2860712513;Bristol;Rhode Island
1633;51;1;32.5966480504,-86.1491465307;Elmore;Alabama
1634;107;51;39.090675859,-77.6357053514;Loudoun;Virginia
1635;127;37;35.9672502839,-77.9864448378;Nash;North Carolina
1636;155;21;37.5525344711,-85.2696313766;Marion;Kentucky
1637;153;13;32.458996427,-83.6662408919;Houston;Georgia
1638;41;26;45.7916364577,-86.8705966508;Delta;Michigan
1639;33;21;37.1453332323,-87.8679057735;Caldwell;Kentucky
1640;45;21;37.3222824489,-84.9283681524;Casey;Kentucky
1641;163;21;37.9698391666,-86.2171786433;Meade;Kentucky
1642;5;36;40.8492096503,-73.8530695745;Bronx;New York
1643;135;31;40.8509414055,-101.649613261;Perkins;Nebraska
1644;7;42;40.6822625859,-80.3492877814;Beaver;Pennsylvania
1645;1;40;35.8839481951,-94.658747151;Adair;Oklahoma
1646;23;56;42.2638016191,-110.655947277;Lincoln;Wyoming
1647;19;22;30.2292239003,-93.3579451616;Calcasieu;Louisiana
1648;65;30;46.4965611851,-108.39808813;Musselshell;Montana
1649;101;46;44.022011363,-96.6709220275;Moody;South Dakota
1650;103;54;39.6052632661,-80.6390976036;Wetzel;West Virginia
1651;123;47;35.4426448889,-84.2528004804;Monroe;Tennessee
1652;75;20;37.9991525438,-101.791256465;Hamilton;Kansas
1653;105;1;32.6384656558,-87.2944007854;Perry;Alabama
1654;75;13;31.1539910285,-83.4304650673;Cook;Georgia
1655;97;47;35.7610127808,-89.6314442054;Lauderdale;Tennessee
1656;131;17;41.2053450175,-90.7413938887;Mercer;Illinois
1657;157;48;29.5274926713,-95.7708885981;Fort Bend;Texas
1658;143;27;44.5794783729,-94.2321420772;Sibley;Minnesota
1659;293;13;32.8812700424,-84.2993435146;Upson;Georgia
1660;115;17;39.8600027881,-88.9615519316;Macon;Illinois
1661;139;72;18.336311374,-65.9991239839;Trujillo Alto;Puerto Rico
1662;159;37;35.6394734632,-80.5247717485;Rowan;North Carolina
1663;11;54;38.4202968763,-82.2417166787;Cabell;West Virginia
1664;73;6;33.028186394,-116.770204664;San Diego;California
1665;177;47;35.6786827093,-85.778498039;Warren;Tennessee
1666;109;36;42.4520186799,-76.4736541298;Tompkins;New York
1667;93;17;41.590577647,-88.4287883539;Kendall;Illinois
1668;65;19;42.8625961548,-91.8443243326;Fayette;Iowa
1669;111;28;31.1720242681,-88.9923282776;Perry;Mississippi
1670;129;46;45.4299476083,-100.03155444;Walworth;South Dakota
1671;277;13;31.4574378292,-83.5265943229;Tift;Georgia
1672;195;2;57.1140130761,-133.002459292;Petersburg;Alaska
1673;131;29;38.2145295036,-92.428407769;Miller;Missouri
1674;21;29;39.6597402335,-94.8059357005;Buchanan;Missouri
1675;25;27;45.5024730826,-92.9083421514;Chisago;Minnesota
1676;7;35;36.6061367396,-104.646842539;Colfax;New Mexico
1677;55;8;37.6846796381,-104.960584534;Huerfano;Colorado
1678;113;51;38.4137041563,-78.2792244734;Madison;Virginia
1679;91;20;38.8837685125,-94.8222610425;Johnson;Kansas
1680;169;27;43.9868496601,-91.779129433;Winona;Minnesota
1681;51;21;37.1596975589,-83.714662683;Clay;Kentucky
1682;19;24;38.4226080428,-76.0833253109;Dorchester;Maryland
1683;49;38;48.2345728769,-100.636289195;McHenry;North Dakota
1684;59;45;34.4835677354,-82.0059340359;Laurens;South Carolina
1685;151;40;36.7669321614,-98.8651275082;Woods;Oklahoma
1686;93;30;45.9024044497,-112.656713468;Silver Bow;Montana
1687;57;40;34.7441185158,-99.8462501441;Harmon;Oklahoma
1688;77;13;33.3534616689,-84.7633607428;Coweta;Georgia
1689;119;36;41.1514811895,-73.7533906824;Westchester;New York
1690;27;17;38.6064621876,-89.4224823889;Clinton;Illinois
1691;147;26;42.9311219743,-82.6643677239;St. Clair;Michigan
1692;15;50;44.6057305617,-72.6414291047;Lamoille;Vermont
1693;25;49;37.2850993946,-111.887766252;Kane;Utah
1694;93;27;45.1231152442,-94.5273094656;Meeker;Minnesota
1695;85;12;27.0816164392,-80.3984639525;Martin;Florida
1696;83;55;44.9985323069,-88.2205851408;Oconto;Wisconsin
1697;73;31;40.5148205338,-99.8307042877;Gosper;Nebraska
1698;45;45;34.894336814,-82.3707710973;Greenville;South Carolina
1699;5;31;41.5689031802,-101.695910708;Arthur;Nebraska
1700;161;37;35.4025956291,-81.9198334642;Rutherford;North Carolina
1701;97;31;40.3926315712,-96.2650968936;Johnson;Nebraska
1702;63;17;41.2851032069,-88.4184956524;Grundy;Illinois
1703;19;23;45.4005123213,-68.6494281289;Penobscot;Maine
1704;164;2;58.2787538674,-156.544796848;Lake and Peninsula;Alaska
1705;101;27;44.0221214974,-95.7632758339;Murray;Minnesota
1706;31;47;35.4906159935,-86.0747626426;Coffee;Tennessee
1707;145;17;38.083736798,-89.3670210808;Perry;Illinois
1708;83;42;41.8077476122,-78.5690251336;McKean;Pennsylvania
1709;69;8;40.6664172232,-105.461144451;Larimer;Colorado
1710;57;72;17.9733883474,-66.1363432071;Guayama;Puerto Rico
1711;31;32;40.6655968327,-119.664306118;Washoe;Nevada
1712;79;17;39.0100394517,-88.1538411275;Jasper;Illinois
1713;141;72;18.271003009,-66.7024478398;Utuado;Puerto Rico
1714;11;47;35.154110294,-84.859602735;Bradley;Tennessee
1715;291;48;30.1516119464,-94.8122103741;Liberty;Texas
1716;17;13;31.7597819469,-83.2204589709;Ben Hill;Georgia
1717;37;21;38.9464767816,-84.3796958206;Campbell;Kentucky
1718;109;22;29.3374418892,-90.8376399064;Terrebonne;Louisiana
1719;21;45;35.0481998087,-81.620428677;Cherokee;South Carolina
1720;197;48;34.290293884,-99.7457167359;Hardeman;Texas
1721;59;37;35.929110866,-80.5444636482;Davie;North Carolina
1722;125;72;18.1111155053,-67.0384198311;San Germán;Puerto Rico
1723;113;18;41.3985995057,-85.4174667322;Noble;Indiana
1724;21;18;39.3927278538,-87.1157584406;Clay;Indiana
1725;65;46;44.3890320927,-99.9960503842;Hughes;South Dakota
1726;427;48;26.5621530438,-98.7383995925;Starr;Texas
1727;301;48;31.8491922008,-103.579899078;Loving;Texas
1728;59;6;33.6769134328,-117.776142822;Orange;California
1729;79;28;32.7535170026,-89.5240158465;Leake;Mississippi
1730;91;19;42.7764677574,-94.2071830507;Humboldt;Iowa
1731;45;17;39.6785303915,-87.7455648767;Edgar;Illinois
1732;65;39;40.661536856,-83.6594624603;Hardin;Ohio
1733;113;26;44.3373203725,-85.0946817376;Missaukee;Michigan
1734;33;38;46.9401261862,-103.846565695;Golden Valley;North Dakota
1735;269;48;33.6164757788,-100.255850072;King;Texas
1736;261;48;26.9280228765,-97.636461158;Kenedy;Texas
1737;57;22;29.5003322407,-90.402594527;Lafourche;Louisiana
1738;223;21;38.6130327476,-85.3375681071;Trimble;Kentucky
1739;137;20;39.7843853292,-99.9034768772;Norton;Kansas
1740;115;46;44.9380153707,-98.3461899802;Spink;South Dakota
1741;5;47;36.0697841981,-88.0682731679;Benton;Tennessee
1742;109;51;37.9781820266,-77.9628583492;Louisa;Virginia
1743;105;18;39.1609175598,-86.5231372076;Monroe;Indiana
1744;117;19;41.0293737922,-93.3277206567;Lucas;Iowa
1745;41;27;45.9337163348,-95.453523681;Douglas;Minnesota
1746;171;39;41.5602875792,-84.5881378939;Williams;Ohio
1747;313;13;34.8056115749,-84.9672206823;Whitfield;Georgia
1748;255;13;33.2608769536,-84.2841507002;Spalding;Georgia
1749;69;19;42.7325458524,-93.2624729913;Franklin;Iowa
1750;5;44;41.499810931,-71.2809786997;Newport;Rhode Island
1751;393;48;35.8384916737,-100.813444084;Roberts;Texas
1752;51;36;42.7280755442,-77.7754915036;Livingston;New York
1753;129;29;40.422331371,-93.5685581671;Mercer;Missouri
1754;21;55;43.4666080487,-89.3337362349;Columbia;Wisconsin
1755;483;48;35.4012788062,-100.269647513;Wheeler;Texas
1756;19;55;44.734724982,-90.6120571133;Clark;Wisconsin
1757;1;22;30.2905333588,-92.4119791169;Acadia;Louisiana
1758;153;39;41.1259792495,-81.5321670204;Summit;Ohio
1759;75;5;36.0412452465,-91.1070801351;Lawrence;Arkansas
1760;57;55;43.9246050918,-90.1137916425;Juneau;Wisconsin
1761;107;55;45.475142699,-91.1331318556;Rusk;Wisconsin
1762;133;55;43.0182145442,-88.3045082663;Waukesha;Wisconsin
1763;63;18;39.769517371,-86.5099758786;Hendricks;Indiana
1764;93;36;42.8181212402,-74.0585725636;Schenectady;New York
1765;37;31;41.5740218741,-97.0864647524;Colfax;Nebraska
1766;93;19;42.3868746602,-95.5134961566;Ida;Iowa
1767;131;12;30.6184688458,-86.1715163089;Walton;Florida
1768;103;26;46.6628779661,-87.5735241034;Marquette;Michigan
1769;15;31;42.8996847625,-98.7664619491;Boyd;Nebraska
1770;209;21;38.291547316,-84.5839338937;Scott;Kentucky
1771;13;47;36.4035128143,-84.1493845804;Campbell;Tennessee
1772;67;8;37.286581954,-107.843270687;La Plata;Colorado
1773;3;26;46.9482692108,-86.5721601717;Alger;Michigan
1774;67;72;18.1341807268,-67.1140222956;Hormigueros;Puerto Rico
1775;109;29;37.106351208,-93.8329365623;Lawrence;Missouri
1776;81;38;46.1079382983,-97.6307326898;Sargent;North Dakota
1777;29;17;39.5202961461,-88.2217534978;Coles;Illinois
1778;121;27;45.5860205994,-95.4444821595;Pope;Minnesota
1779;57;51;37.9390693081,-76.9408852763;Essex;Virginia
1780;47;35;35.4805846794,-104.815897957;San Miguel;New Mexico
1781;71;26;46.2086670875,-88.5305528694;Iron;Michigan
1782;141;5;35.580655379,-92.5156877897;Van Buren;Arkansas
1783;91;39;40.3884733432,-83.7658501734;Logan;Ohio
1784;139;20;38.6523289215,-95.726945141;Osage;Kansas
1785;225;48;31.3177325566,-95.4226771526;Houston;Texas
1786;19;28;33.347307069,-89.2483811971;Choctaw;Mississippi
1787;59;17;37.7627564124,-88.230465738;Gallatin;Illinois
1788;87;39;38.5984692441,-82.5367524098;Lawrence;Ohio
1789;15;26;42.5950284307,-85.3089680839;Barry;Michigan
1790;169;37;36.4019040049,-80.2395157151;Stokes;North Carolina
1791;129;39;39.6419410966,-83.0243916323;Pickaway;Ohio
1792;47;38;46.4573445763,-99.4774139048;Logan;North Dakota
1793;41;17;39.7694547721,-88.2173347046;Douglas;Illinois
1794;65;5;36.0948699143,-91.9134102959;Izard;Arkansas
1795;51;29;38.5054099582,-92.2816072464;Cole;Missouri
1796;173;29;39.5276701706,-91.5220242163;Ralls;Missouri
1797;159;48;33.1755486771,-95.2184193975;Franklin;Texas
1798;99;13;31.3228327133,-84.9036434233;Early;Georgia
1799;101;28;32.4002323469,-89.1188085187;Newton;Mississippi
1800;45;36;43.998861771,-76.052068666;Jefferson;New York
1801;135;28;33.9504748127,-90.1732642352;Tallahatchie;Mississippi
1802;13;35;32.3526480947,-106.832721302;Doña Ana;New Mexico
1803;67;55;45.2623443714,-89.0719088457;Langlade;Wisconsin
1804;21;19;42.7354936212,-95.1511488586;Buena Vista;Iowa
1805;261;13;32.039959396,-84.1970560516;Sumter;Georgia
1806;57;41;45.4566725027,-123.758664685;Tillamook;Oregon
1807;329;48;31.8691599476,-102.031609284;Midland;Texas
1808;660;51;38.4361880571,-78.873479236;Harrisonburg;Virginia
1809;91;21;37.8415087294,-86.7779252067;Hancock;Kentucky
1810;13;46;45.589722978,-98.3516118048;Brown;South Dakota
1811;45;20;38.8846594528,-95.2926063049;Douglas;Kansas
1812;145;48;31.2532716595,-96.9358470922;Falls;Texas
1813;83;47;36.2859716601,-87.7170356289;Houston;Tennessee
1814;77;51;36.6565173634,-81.2248910808;Grayson;Virginia
1815;5;4;35.8386956734,-111.770512718;Coconino;Arizona
1816;79;39;39.0196721892,-82.618382939;Jackson;Ohio
1817;87;1;32.3859736952,-85.6926686622;Macon;Alabama
1818;19;41;43.2853462355,-123.179556863;Douglas;Oregon
1819;27;23;44.4852469436,-69.1218807819;Waldo;Maine
1820;133;20;37.55848541,-95.3067923129;Neosho;Kansas
1821;89;21;38.5456646906,-82.9222922454;Greenup;Kentucky
1822;101;21;37.7958423573,-87.5731516422;Henderson;Kentucky
1823;47;72;18.3043195475,-66.3278966402;Corozal;Puerto Rico
1824;149;40;35.2903672637,-98.9922233091;Washita;Oklahoma
1825;35;24;39.0376284098,-76.0850360056;Queen Anne's;Maryland
1826;13;20;39.8264989183,-95.5642196557;Brown;Kansas
1827;107;72;18.2149040847,-66.4339884969;Orocovis;Puerto Rico
1828;59;47;36.1753512461,-82.8458266599;Greene;Tennessee
1829;67;38;48.7675154446,-97.5518190457;Pembina;North Dakota
1830;65;6;33.7436800499,-115.993845895;Riverside;California
1831;169;19;42.0362414924,-93.4650447654;Story;Iowa
1832;157;17;38.0520825054,-89.825176402;Randolph;Illinois
1833;11;13;34.3541370113,-83.4973801652;Banks;Georgia
1834;21;41;45.3782690825,-120.210685268;Gilliam;Oregon
1835;185;48;30.5434714704,-95.9855029797;Grimes;Texas
1836;145;40;35.9610853587,-95.5212091489;Wagoner;Oklahoma
1837;105;13;34.1167932846,-82.8400954979;Elbert;Georgia
1838;71;47;35.1986760952,-88.1844851879;Hardin;Tennessee
1839;93;13;32.1571759799,-83.7987668507;Dooly;Georgia
1840;143;47;35.6087114537,-84.9243960855;Rhea;Tennessee
1841;503;48;33.1766957792,-98.6877665573;Young;Texas
1842;9;48;33.615294221,-98.6876748071;Archer;Texas
1843;9;39;39.3338632113,-82.045128893;Athens;Ohio
1844;221;13;33.8806479609,-83.0807032108;Oglethorpe;Georgia
1845;111;19;40.6419821705,-91.4792643967;Lee;Iowa
1846;47;26;45.5875424692,-84.9814699602;Emmet;Michigan
1847;79;40;34.900298342,-94.7033667748;Le Flore;Oklahoma
1848;17;46;44.0763500067,-99.2049557543;Buffalo;South Dakota
1849;43;40;35.9876527999,-99.0079245072;Dewey;Oklahoma
1850;93;42;41.0279212756,-76.6585617307;Montour;Pennsylvania
1851;37;36;43.0009332766,-78.1937114415;Genesee;New York
1852;185;31;40.8727457976,-97.5971068674;York;Nebraska
1853;213;21;36.7419423399,-86.582320534;Simpson;Kentucky
1854;53;5;34.2900177408,-92.4235830486;Grant;Arkansas
1855;37;28;31.477145332,-90.8978501232;Franklin;Mississippi
1856;105;42;41.7449210564,-77.895814073;Potter;Pennsylvania
1857;73;40;35.9453881052,-97.9421091428;Kingfisher;Oklahoma
1858;53;27;45.0045756364,-93.4768864968;Hennepin;Minnesota
1859;21;17;39.5458317531,-89.2772543125;Christian;Illinois
1860;133;26;43.9898287022,-85.3252875939;Osceola;Michigan
1861;31;51;37.205360404,-79.0965107022;Campbell;Virginia
1862;21;49;37.8591931317,-113.289465841;Iron;Utah
1863;19;46;44.9058408356,-103.508040266;Butte;South Dakota
1864;730;51;37.2042660125,-77.3913375552;Petersburg;Virginia
1865;21;13;32.8064982238,-83.6974200138;Bibb;Georgia
1866;15;41;42.4665806561,-124.215220683;Curry;Oregon
1867;81;6;37.4362097341,-122.355663195;San Mateo;California
1868;75;53;46.9012020299,-117.523057733;Whitman;Washington
1869;217;29;37.8505815921,-94.3424415366;Vernon;Missouri
1870;39;8;39.2865595002,-104.13588983;Elbert;Colorado
1871;379;48;32.8703394239,-95.7933763474;Rains;Texas
1872;67;20;37.5621932698,-101.308021268;Grant;Kansas
1873;11;27;45.4260991444,-96.410918404;Big Stone;Minnesota
1874;79;21;37.6395779036,-84.5376342293;Garrard;Kentucky
1875;115;21;37.8466393565,-82.8315397747;Johnson;Kentucky
1876;1;30;45.1326999641,-112.898820016;Beaverhead;Montana
1877;57;48;28.4391092686,-96.6150736733;Calhoun;Texas
1878;3;21;36.7513165534,-86.1904186693;Allen;Kentucky
1879;99;38;48.3694560358,-97.7213240867;Walsh;North Dakota
1880;129;47;36.1350244127,-84.6492037421;Morgan;Tennessee
1881;27;8;38.1086779015,-105.367471778;Custer;Colorado
1882;111;18;40.9558477436,-87.3975365943;Newton;Indiana
1883;49;5;36.3816695474,-91.8182352994;Fulton;Arkansas
1884;33;16;44.2839056343,-112.351297512;Clark;Idaho
1885;105;27;43.6742397821,-95.7533863657;Nobles;Minnesota
1886;53;16;42.6899047449,-114.263941364;Jerome;Idaho
1887;15;5;36.3410829938,-93.5381811083;Carroll;Arkansas
1888;179;18;40.7291866469,-85.2212198576;Wells;Indiana
1889;127;21;38.0678786159,-82.7347546613;Lawrence;Kentucky
1890;289;48;31.2965068087,-95.9956906534;Leon;Texas
1891;97;8;39.2171057452,-106.916577749;Pitkin;Colorado
1892;97;46;44.0219511839,-97.6102451711;Miner;South Dakota
1893;39;72;18.2890180067,-66.5164422149;Ciales;Puerto Rico
1894;133;51;37.854663265,-76.3795212302;Northumberland;Virginia
1895;47;55;43.8003788931,-89.0448597042;Green Lake;Wisconsin
1896;13;13;33.9931962064,-83.7127549805;Barrow;Georgia
1897;357;48;36.2784137139,-100.815653969;Ochiltree;Texas
1898;95;47;36.3353843636,-89.493466796;Lake;Tennessee
1899;125;1;33.2895498464,-87.525029952;Tuscaloosa;Alabama
1900;145;51;37.5501871513,-77.9151942586;Powhatan;Virginia
1901;610;51;38.8847267106,-77.1751638221;Falls Church;Virginia
1902;119;39;39.9654218536,-81.9443826591;Muskingum;Ohio
1903;11;38;46.1125903386,-103.520671138;Bowman;North Dakota
1904;417;48;32.7359728732,-99.3540669412;Shackelford;Texas
1905;39;36;42.2765197661,-74.1227065013;Greene;New York
1906;11;19;42.080174751,-92.0657317334;Benton;Iowa
1907;83;37;36.2574485453,-77.6517329831;Halifax;North Carolina
1908;23;20;39.7858693359,-101.731104218;Cheyenne;Kansas
1909;169;48;33.179875706,-101.298424102;Garza;Texas
1910;27;6;36.5111268089,-117.410789686;Inyo;California
1911;23;29;36.7164170862,-90.4065563831;Butler;Missouri
1912;59;5;34.3176480082,-92.9460691759;Hot Spring;Arkansas
1913;129;19;41.0334522634,-95.621326718;Mills;Iowa
1914;161;28;34.028211563,-89.7076318397;Yalobusha;Mississippi
1915;39;22;30.7289364182,-92.4059042007;Evangeline;Louisiana
1916;13;6;37.9233794475,-121.951073113;Contra Costa;California
1917;141;31;41.5712867683,-97.5211569987;Platte;Nebraska
1918;325;48;29.3556960535,-99.1101310166;Medina;Texas
1919;13;9;41.855065982,-72.3365016791;Tolland;Connecticut
1920;79;8;37.6689956825,-106.924094646;Mineral;Colorado
1921;43;18;38.3189286397,-85.9068307178;Floyd;Indiana
1922;3;6;38.5972506332,-119.82065303;Alpine;California
1923;371;48;30.7810605096,-102.723570332;Pecos;Texas
1924;145;47;35.8478552218,-84.5232421788;Roane;Tennessee
1925;239;48;28.9542442328,-96.577680914;Jackson;Texas
1926;15;9;41.8300455104,-71.9874782796;Windham;Connecticut
1927;157;39;40.4409599145,-81.4737695521;Tuscarawas;Ohio
1928;5;56;44.2483385902,-105.548313414;Campbell;Wyoming
1929;37;5;35.2957261162,-90.771226853;Cross;Arkansas
1930;117;1;33.2642770248,-86.6606484037;Shelby;Alabama
1931;685;51;38.7718774775,-77.4450310796;Manassas Park;Virginia
1932;3;30;45.423382391,-107.489852538;Big Horn;Montana
1933;165;31;42.4877134885,-103.758878789;Sioux;Nebraska
1934;89;48;29.6208209311,-96.5262753522;Colorado;Texas
1935;65;40;34.5879709683,-99.4147585085;Jackson;Oklahoma
1936;67;22;32.8202181268,-91.801797046;Morehouse;Louisiana
1937;109;18;39.4815483458,-86.4462121421;Morgan;Indiana
1938;285;13;33.0335103757,-85.0283367991;Troup;Georgia
1939;23;6;40.7050090829,-123.915819446;Humboldt;California
1940;183;51;36.9217518991,-77.261794619;Sussex;Virginia
1941;41;35;34.0211833828,-103.4800253;Roosevelt;New Mexico
1942;45;40;36.2183807861,-99.754618136;Ellis;Oklahoma
1943;35;34;40.5635069447,-74.6163366246;Somerset;New Jersey
1944;15;51;38.1644265021,-79.1338544675;Augusta;Virginia
1945;167;29;37.6164789768,-93.4005326616;Polk;Missouri
1946;71;16;42.1949698367,-112.539356598;Oneida;Idaho
1947;27;35;33.7453078269,-105.459295871;Lincoln;New Mexico
1948;155;18;38.8261607682,-85.0369979159;Switzerland;Indiana
1949;3;33;43.8738459397,-71.2029939175;Carroll;New Hampshire
1950;109;20;38.9173365456,-101.148391114;Logan;Kansas
1951;25;55;43.0672901279,-89.4181224369;Dane;Wisconsin
1952;37;38;46.3582866004,-101.63966574;Grant;North Dakota
1953;67;26;42.9450938315,-85.0746031181;Ionia;Michigan
1954;105;12;27.9488714857,-81.6976853961;Polk;Florida
1955;7;29;39.2157556331,-91.84158588;Audrain;Missouri
1956;29;45;32.8434261558,-80.6496843171;Colleton;South Carolina
1957;55;5;36.117697723,-90.5590717273;Greene;Arkansas
1958;103;21;38.448468036,-85.1189299735;Henry;Kentucky
1959;183;31;41.9147703039,-98.5281860324;Wheeler;Nebraska
1960;25;54;37.9469326633,-80.4529516077;Greenbrier;West Virginia
1961;51;51;37.1257911242,-82.350353152;Dickenson;Virginia
1962;520;51;36.6180054611,-82.1607018861;Bristol;Virginia
1963;197;17;41.4450504457,-87.9786458597;Will;Illinois
1964;117;48;34.9660190366,-102.604926837;Deaf Smith;Texas
1965;47;29;39.3105207472,-94.4208652851;Clay;Missouri
1966;57;19;40.9231743916,-91.181482989;Des Moines;Iowa
1967;11;34;39.3280985807,-75.1293182687;Cumberland;New Jersey
1968;21;48;30.1036068701,-97.3120103867;Bastrop;Texas
1969;125;21;37.1106705529,-84.11780032;Laurel;Kentucky
1970;115;29;39.8702114727,-93.107175708;Linn;Missouri
1971;387;48;33.6206818158,-95.0503607355;Red River;Texas
1972;51;13;31.9739511211,-81.0939703133;Chatham;Georgia
1973;55;30;47.6452247762,-105.795424407;McCone;Montana
1974;61;45;34.1632936569,-80.2545239336;Lee;South Carolina
1975;121;36;42.7023842075,-78.2244395122;Wyoming;New York
1976;690;51;36.6826585529,-79.8636317706;Martinsville;Virginia
1977;117;17;39.2610229552,-89.924455051;Macoupin;Illinois
1978;81;17;38.3005234344,-88.9240091565;Jefferson;Illinois
1979;179;20;39.3503577669,-100.441832361;Sheridan;Kansas
1980;101;6;39.0345595213,-121.694849665;Sutter;California
1981;423;48;32.3750354288,-95.2691826825;Smith;Texas
1982;25;53;47.2056646774,-119.451761712;Grant;Washington
1983;25;48;28.4173932285,-97.7411901298;Bee;Texas
1984;1;53;46.9833438193,-118.560633062;Adams;Washington
1985;9;32;37.7846965493,-117.632366036;Esmeralda;Nevada
1986;217;13;33.5550489458,-83.8501865375;Newton;Georgia
1987;19;34;40.5672969004,-74.9122477682;Hunterdon;New Jersey
1988;21;47;36.2611569307,-87.0867695023;Cheatham;Tennessee
1989;141;19;43.0837526517,-95.6248783386;O'Brien;Iowa
1990;127;1;33.8033347429,-87.2973573971;Walker;Alabama
1991;101;1;32.2202579876,-86.2076142923;Montgomery;Alabama
1992;19;37;34.0388755841,-78.2274071617;Brunswick;North Carolina
1993;119;42;40.9629715402,-77.0622692252;Union;Pennsylvania
1994;183;19;41.3356001857,-91.7178701959;Washington;Iowa
1995;151;47;36.4285385751,-84.5035173074;Scott;Tennessee
1996;19;30;48.7837971902,-105.548617097;Daniels;Montana
1997;167;19;43.082617377,-96.1778828448;Sioux;Iowa
1998;71;36;41.402131202,-74.3055376374;Orange;New York
1999;49;8;40.102614944,-106.118358313;Grand;Colorado
2000;175;39;40.8423638927,-83.3043780736;Wyandot;Ohio
2001;29;19;41.331487609,-94.9278266277;Cass;Iowa
2002;189;13;33.4828592099,-82.4813683615;McDuffie;Georgia
2003;101;31;41.1987931574,-101.661351227;Keith;Nebraska
2004;25;13;31.1968761426,-81.9818955745;Brantley;Georgia
2005;7;26;45.0311075069,-83.1652010912;Alpena;Michigan
2006;231;21;36.8012652397,-84.828631199;Wayne;Kentucky
2007;185;47;35.926348429,-85.4551771798;White;Tennessee
2008;43;42;40.4154405354,-76.7794746983;Dauphin;Pennsylvania
2009;171;31;41.9135060744,-100.555845619;Thomas;Nebraska
2010;27;48;31.0376717131,-97.4782023977;Bell;Texas
2011;19;1;34.1759559677,-85.6037937156;Cherokee;Alabama
2012;111;36;41.8881456263,-74.2585695251;Ulster;New York
2013;23;23;43.9117268938,-69.8393089562;Sagadahoc;Maine
2014;109;19;43.2041300298,-94.2067199306;Kossuth;Iowa
2015;85;19;41.6828527455,-95.8169208876;Harrison;Iowa
2016;187;19;42.4279491681,-94.1817743675;Webster;Iowa
2017;151;17;37.4127561973,-88.5616201146;Pope;Illinois
2018;151;26;43.4433116085,-82.6457538571;Sanilac;Michigan
2019;540;51;38.0374914786,-78.4854998848;Charlottesville;Virginia
2020;13;1;31.7524339429,-86.6802892154;Butler;Alabama
2021;83;6;34.5383440862,-120.030786183;Santa Barbara;California
2022;433;48;33.1791243873,-100.253305507;Stonewall;Texas
2023;97;6;38.525292575,-122.922544658;Sonoma;California
2024;383;48;31.3661921291,-101.523008414;Reagan;Texas
2025;93;29;37.555148813,-90.7734903178;Iron;Missouri
2026;51;18;38.311825371,-87.584594368;Gibson;Indiana
2027;33;39;40.8507725735,-82.9197777024;Crawford;Ohio
2028;127;31;40.3876548763,-95.8498160648;Nemaha;Nebraska
2029;23;32;38.0423815985,-116.471931336;Nye;Nevada
2030;175;17;41.0933920308,-89.7974473885;Stark;Illinois
2031;5;27;46.9346483657,-95.673923543;Becker;Minnesota
2032;135;26;44.6817581821,-84.1297714192;Oscoda;Michigan
2033;21;50;43.5800915709,-73.0366087399;Rutland;Vermont
2034;550;51;36.6777445035,-76.3024182804;Chesapeake;Virginia
2035;1;72;18.1797326634,-66.7539566203;Adjuntas;Puerto Rico
2036;91;38;47.4561506138,-97.7245908845;Steele;North Dakota
2037;97;55;44.4760263134,-89.501400671;Portage;Wisconsin
2038;169;17;40.1580424715,-90.6150952137;Schuyler;Illinois
2039;71;31;41.9143570712,-98.9913852808;Garfield;Nebraska
2040;35;28;31.1888694049,-89.2578597971;Forrest;Mississippi
2041;177;17;42.3518291045,-89.6622542939;Stephenson;Illinois
2042;9;72;18.131132267,-66.2643804492;Aibonito;Puerto Rico
2043;345;48;34.0740947769,-100.779828967;Motley;Texas
2044;173;31;42.1581860579,-96.5440972071;Thurston;Nebraska
2045;171;21;36.712180279,-85.7165195846;Monroe;Kentucky
2046;143;51;36.8212977305,-79.3971193907;Pittsylvania;Virginia
2047;161;26;42.2532253491,-83.83877051;Washtenaw;Michigan
2048;71;39;39.1847403436,-83.6009720963;Highland;Ohio
2049;113;6;38.6866603948,-121.90161702;Yolo;California
2050;133;42;39.9199582772,-76.7265140685;York;Pennsylvania
2051;93;40;36.3116475219,-98.5359514102;Major;Oklahoma
2052;111;27;46.4087959622,-95.7080021514;Otter Tail;Minnesota
2053;135;72;18.3625469294,-66.2464232226;Toa Alta;Puerto Rico
2054;21;46;45.7711313958,-100.051628546;Campbell;South Dakota
2055;139;48;32.3484295414,-96.7944846878;Ellis;Texas
2056;45;5;35.1469781265,-92.332041157;Faulkner;Arkansas
2057;75;27;47.5231709536,-91.4088486044;Lake;Minnesota
2058;141;18;41.6167180092,-86.2898576945;St. Joseph;Indiana
